PREDDEG,CONTROL,LOCALE,UGDS,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,PPTUG_EF,INEXPFTE,AVGFACSAL,PCTPELL,PCTFLOAN,CDR2,PAR_ED_PCT_PS,GRAD_DEBT_MDN,MD_FAMINC,MD_EARN_WNE_P6,MD_EARN_WNE_P8,COST
1.0,3.0,12.0,171.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2515,1209.0,4023.352708554041,0.962,0.0,0.0,0.2362204724,8764.289142951711,0.0,16409.0,15306.0,13161.0
1.0,3.0,13.0,66.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1818,742.0,4199.667789002789,0.9016,0.0,0.0,0.7073170732,8709.98088513692,0.0,15496.0,16173.0,11961.0
1.0,3.0,12.0,25359.0,0.029,0.0412,0.9112,0.0019,0.0043,0.0008,0.3061,2528.0,2330.0,0.6886,0.6397,0.067,0.5314783586,9500.0,0.0,21625.0,22163.0,14024.0
4.0,3.0,12.0,1119.9578568423813,0.3300192922467716,0.10234360995687775,0.3311692241900392,0.07061165636034741,0.015236468936818376,0.0073816214033404146,0.1331640212672337,13676.0,6169.0,0.540426313173656,0.48966377076507217,0.016,0.63482054090839,14296.287416605375,28006.72896978994,33341.97902017727,35444.872563683355,28909.15655892175
3.0,1.0,21.0,1960.0,0.002,0.0036,0.9939,0.0,0.0,0.0,0.0969,5359.0,7168.0,0.804,0.0341,0.062,0.7184527584,5500.0,15989.0,22919.0,22302.0,12114.0
3.0,1.0,13.0,2855.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0676,5660.0,8037.0,0.8242,0.0298,0.1,0.7757644394,4500.0,16175.0,21634.0,25431.0,18118.0
3.0,1.0,12.0,3022.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1469,5678.0,5783.0,0.7529,0.0262,0.088,0.8179391351,5500.0,19142.5,24396.0,28597.0,11195.0
3.0,1.0,21.0,2197.0,0.0005,0.0382,0.9518,0.0,0.0091,0.0,0.203,6246.0,7455.0,0.7338,0.0287,0.087,0.8155988858,5500.0,20302.0,24994.0,26879.0,19780.0
3.0,1.0,21.0,2200.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1032,5209.0,5644.0,0.6965,0.0183,0.0,0.8087091757,5000.0,17544.0,20817.0,25484.0,15146.0
3.0,1.0,21.0,2591.0,0.0004,0.0394,0.8869,0.0,0.0077,0.0,0.0892,8379.0,5815.0,0.7742,0.0207,0.0,0.7773032337,5500.0,18717.0,19532.0,26437.0,18858.0
2.0,1.0,41.0,344.0,0.0,0.0523,0.7791,0.0,0.0029,0.0,0.1134,11855.0,6125.0,0.8096,0.0241,0.087,0.7276341948,3500.0,13787.0,19126.0,21426.0,19254.0
3.0,1.0,13.0,9999.0,0.0,0.0,0.9302,0.0,0.0,0.0,0.1052,5414.0,8631.0,0.6473,0.0682,0.09,0.8298319328,8250.0,20875.0,34979.0,37183.0,18788.0
3.0,1.0,11.0,264.0,0.0,0.0,1.0,0.0,0.0,0.0,0.072,31109.0,6777.0,0.7054,0.1548,0.033,0.8310344828,11920.136770569476,18236.0,37963.0,40772.0,33339.02970848192
3.0,1.0,12.0,2123.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0523,4560.0,5697.0,0.8064,0.0698,0.2,0.7857142857,5500.0,17959.0,23750.0,25375.0,14524.0
3.0,1.0,11.0,9112.0,0.0007,0.0551,0.8467,0.0002,0.0103,0.0,0.1174,11474.0,6235.0,0.634,0.0649,0.045,0.8441676104,5500.0,19937.5,22676.0,29326.0,14944.0
3.0,2.0,21.0,4651.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3356,3753.0,4071.0,0.8375,0.3081,0.133,0.5939336493,14500.0,8983.0,21077.0,21500.0,12890.0
3.0,2.0,11.0,3675.0,0.0011,0.0005,0.9976,0.0,0.0,0.0,0.178,3926.0,3947.0,0.6907,0.2232,0.156,0.7227602906,16250.0,17795.0,24947.0,27160.0,19699.0
4.0,2.0,11.0,841.0142901319659,0.34211228755168843,0.12482828233069898,0.3237394772430059,0.049864311177248835,0.020312913545728173,0.008877207302737215,0.25204375159929987,5497.0,5233.0,0.485924431813632,0.32250512862258807,0.0,0.623312648760306,13839.073619408853,23917.75416197849,29024.1180300459,30687.08386198248,23633.768294415164
3.0,2.0,12.0,112.0,0.0179,0.0,0.8393,0.0,0.0,0.0,0.2321,9647.0,3733.0,0.9694,0.1531,0.058,0.6724137931,7363.0,9669.0,25884.0,26741.0,14697.0
3.0,2.0,11.0,3649.0,0.0011,0.0011,0.9959,0.0008,0.0,0.0,0.5465,4161.0,4101.0,0.6338,0.3515,0.079,0.7804005722,22564.0,18451.0,35782.0,39689.0,21057.0
3.0,2.0,13.0,647.0,0.0,0.0,0.9985,0.0,0.0,0.0,0.1422,12661.0,4013.0,0.8034,0.2588,0.207,0.6915977085,15500.0,10990.5,22430.0,21646.0,14460.0
3.0,2.0,21.0,7923.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2822,3641.0,4374.0,0.8153,0.2621,0.095,0.6344294004,13448.0,10530.0,22344.0,22904.0,12740.0
2.0,1.0,-3.0,454.0,0.0,0.0022,0.0,0.0286,0.0,0.9692,0.3855,6969.0,1929.0,0.7124,0.0,0.0,0.5737704918,9894.69974479849,11047.0,16535.0,24734.0,9892.0
3.0,1.0,33.0,1325.0,0.0543,0.7049,0.1291,0.0045,0.0008,0.0038,0.3223,12705.0,7069.0,0.4585,0.1477,0.127,0.5338235294,16800.0,24471.0,32082.0,34340.0,16096.0
3.0,2.0,21.0,7761.0,0.2589,0.0737,0.1758,0.2635,0.0088,0.0023,0.0,130671.0,22538.0,0.188,0.0559,0.01,0.6966145833,12000.0,44842.0,91546.0,111390.0,78898.0
3.0,1.0,13.0,38438.0,0.611,0.0247,0.0662,0.1262,0.0008,0.0005,0.0511,17545.0,13441.0,0.1412,0.2421,0.046,0.8146189314,19500.0,81833.5,57836.0,63112.0,22508.0
1.0,1.0,21.0,22.0,0.2727,0.6364,0.0,0.0,0.0,0.0909,0.0,8357.0,6412.290310358565,0.4643,0.75,0.102,0.4848484848,9500.0,28513.0,33679.93994251135,36415.685066577396,48940.0
3.0,2.0,11.0,411.0,0.4428,0.2774,0.0316,0.0657,0.017,0.0024,0.236,9148.0,6494.0,0.4292,0.6245,0.054,0.6105263158,12288.0,23643.0,39964.0,41100.0,31277.0
2.0,2.0,11.0,1201.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5329,4379.0,2393.0,0.5425,0.4165,0.152,0.55907173,14000.0,7153.0,20906.0,20433.0,14217.0
1.0,3.0,11.0,466.0,0.0,0.0,1.0,0.0,0.0,0.0,0.221,3643.0,2752.0,0.9309,0.0,0.289,0.427262931,8660.662508127189,0.0,16414.0,17082.0,12219.0
2.0,3.0,12.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6736.0,3813.0,0.6125,0.7063,0.1,0.5069767442,25250.0,14979.0,30128.0,31028.0,36935.0
1.0,3.0,41.0,132.0,0.5682,0.1894,0.2348,0.0,0.0,0.0,0.0,4210.0,3750.0,0.6151,0.7238,0.203,0.4558139535,13000.0,16256.0,28334.0,28373.0,20779.0
2.0,1.0,11.0,12980.0,0.1569,0.4792,0.1582,0.0935,0.0012,0.001,0.5643,5249.0,5893.0,0.4527,0.2408,0.069,0.6767618609,20903.0,27922.0,35468.0,40311.0,14603.0
1.0,1.0,21.0,1958.0,0.0832,0.7809,0.0577,0.0398,0.001,0.0005,0.7191,5831.0,4387.0,0.5215,0.0,0.0,0.536744186,12666.0,17117.5,28212.0,30725.0,17482.0
1.0,3.0,21.0,323.0,0.2941,0.226,0.4427,0.0124,0.0,0.0,0.4737,2096.0,7456.506544061242,0.3529,0.4227,0.077,0.4671280277,9500.0,18765.0,43814.0,48865.0,37791.0
2.0,1.0,31.0,889.0,0.604,0.1102,0.1789,0.0202,0.0079,0.0034,0.5636,4485.0,7058.0,0.1034,0.0046,0.062,0.5021367521,9300.0,28461.5,32331.0,36802.0,9609.0
3.0,2.0,41.0,364.0,0.6566,0.0192,0.1126,0.0165,0.0027,0.0027,0.0247,13613.0,9291.0,0.2962,0.5788,0.033,0.6563806440217302,18964.732523924846,43212.0,30077.0,35511.0,51688.0
3.0,2.0,21.0,45.0,0.9778,0.0,0.0,0.0,0.0,0.0,0.0444,7354.0,2502.0,0.225,0.0,0.0,0.6325924221505845,13077.134779582226,24096.5,22572.207052288548,22752.436873200175,24073.373252585203
3.0,2.0,21.0,74.0,0.4865,0.0676,0.1351,0.0405,0.0,0.0,0.6486,12167.0,6345.0,0.3308,0.3985,0.03,0.6317460317,23501.0,22455.0,41333.0,47527.0,34385.63607957584
3.0,2.0,13.0,60.0,0.3667,0.0,0.3333,0.0,0.0,0.0,0.5833,9152.0,6861.0,0.4468,0.383,0.03,0.6317460317,23501.0,22455.0,41333.0,47527.0,32889.09302520189
4.0,2.0,32.0,198.13185248408718,0.40569713806457397,0.1846012852021779,0.18240373516840191,0.041390961964728995,0.033791468085624776,0.00663864660700763,0.22385283151194368,9524.0,5408.0,0.49468018340705167,0.49029977346059794,0.03,0.6317460317,23501.0,22455.0,41333.0,47527.0,33498.978306439065
1.0,2.0,11.0,80.0,0.5375,0.05,0.125,0.025,0.0125,0.0,0.875,11332.0,5885.0,0.25,0.4712,0.03,0.6317460317,23501.0,22455.0,41333.0,47527.0,34177.99230082112
3.0,2.0,41.0,105.0,0.4286,0.1619,0.1429,0.0286,0.0095,0.0,0.5143,8672.0,7355.0,0.438,0.5912,0.03,0.6317460317,23501.0,22455.0,41333.0,47527.0,32484.005450416393
3.0,2.0,11.0,1415.0,0.494,0.1491,0.1428,0.0092,0.0629,0.0042,0.4756,3963.0,5683.0,0.5475,0.5548,0.062,0.502175805,26394.0,29648.0,34615.0,43278.0,29094.0
2.0,3.0,11.0,167.0,0.2275,0.4491,0.0479,0.0299,0.1317,0.006,0.018,5468.0,4878.0,0.8356,0.7822,0.117,0.4137681159,15917.0,16310.0,25392.0,27661.0,27132.0
1.0,3.0,33.0,39.0,0.5641,0.0769,0.0513,0.0,0.2821,0.0,0.0,1485.0,4602.888174671583,0.2931,0.0862,0.129,0.4622435140060779,9518.401633900294,5739.5,19377.945302688506,19907.0,11786.0
1.0,1.0,11.0,924.0,0.447,0.1656,0.2348,0.04,0.04,0.0,0.566,19022.0,6567.377525138136,0.0893,0.0,0.171,0.4943310658,8581.65740563622,14758.0,30194.0,31669.0,9764.0
1.0,1.0,42.0,1459.0,0.6313,0.0226,0.0569,0.0459,0.0864,0.0,0.6662,14535.0,7064.2097535553985,0.053,0.0,0.0,0.4748201439,12823.835275554164,19549.0,27871.0,35499.0,26502.410054481872
1.0,3.0,11.0,285.0,0.2912,0.0877,0.4351,0.0421,0.007,0.0211,0.0,4901.0,5830.202244729086,0.5562,0.628,0.12,0.5271398747,9295.0,17275.0,33431.0,33133.0,33213.0
1.0,1.0,13.0,50.0,0.72,0.08,0.1,0.04,0.0,0.0,0.0,4279.0,7070.65487499452,0.5978,0.7391,0.044,0.4356435644,17200.0,21577.0,43062.0,45524.0,24504.0
4.0,2.0,11.0,1349.347527497317,0.3322481009427535,0.12829982693975872,0.3340260921556209,0.0505778586962104,0.01649228416191667,0.008188241467120473,0.2543318230477486,4827.0,5556.0,0.4847559675846554,0.3417182919754189,0.047,0.6228596137938178,14210.777530732616,25180.916614515256,30021.292798765087,31907.76499708092,23791.61095659209
2.0,1.0,11.0,7756.0,0.1332,0.0525,0.7692,0.0138,0.0021,0.0008,0.8141,4850.0,7365.0,0.2295,0.0195,0.167,0.3621297602,13393.0,22304.0,31374.0,33787.0,10756.0
1.0,3.0,32.0,15.0,0.6,0.2,0.2,0.0,0.0,0.0,0.0,3148.0,4169.073635341637,0.2632,0.1842,0.193,0.2191780822,11100.223091448424,9461.5,17184.0,16282.0,23160.0
1.0,3.0,21.0,68.0,0.0294,0.25,0.6176,0.0,0.0147,0.0882,0.7059,2485.0,5848.364018599688,0.3406,0.2826,0.134,0.3518518519,6333.0,14959.0,15627.0,25672.0,21963.0
1.0,3.0,12.0,106.0,0.2736,0.1604,0.4717,0.0094,0.0,0.0094,0.0,1814.0,4558.347458201508,0.4418,0.0,0.0,0.4778761062,10201.696158504561,12395.0,20227.0,19442.0,12540.0
4.0,2.0,11.0,1815.1318658720002,0.34615101118337954,0.11796775501347212,0.32326853554089896,0.05592682283473549,0.017883801833546986,0.008527505498425382,0.2558160139389252,4067.0,5839.0,0.47053907493783975,0.32744541831450824,0.0,0.6284632783440265,14547.044186170991,26280.325479154446,30870.56489195572,32956.41547021992,23847.56008175055
1.0,1.0,12.0,2997.0,0.5909,0.2052,0.1468,0.021,0.002,0.001,0.7855,7936.0,5599.0,0.3751,0.0,0.0,0.5087241003,11360.019907150416,17841.0,29811.0,31215.0,13551.0
1.0,1.0,11.0,443.0,0.2731,0.0926,0.5418,0.0316,0.0226,0.0023,0.4334,5219.0,6825.0100010196875,0.206,0.0531,0.132,0.4337719298,6750.0,21260.0,37357.0,39516.0,15099.0
1.0,3.0,21.0,403.0,0.0347,0.1663,0.6228,0.0596,0.0025,0.0149,0.0,5422.0,6024.0,0.6303,0.6968,0.172,0.4483994267,11537.0,18013.0,34386.0,35465.0,34751.0
1.0,3.0,13.0,44.0,0.8864,0.0227,0.0227,0.0227,0.0227,0.0,0.0,6204.0,4369.135795844711,0.623,0.6721,0.147,0.4906871558163346,10556.0,17161.0,20300.0,17239.0,17908.0
1.0,3.0,22.0,88.0,0.5682,0.0114,0.3636,0.0114,0.0341,0.0114,0.0,6773.0,5031.269734031559,0.3716,0.3446,0.051,0.49161743118232165,6333.0,16870.0,17977.0,20473.0,26486.0
2.0,3.0,21.0,653.0,0.8637,0.0919,0.0015,0.0031,0.0015,0.0061,0.4165,5960.0,0.0,0.7676,0.9349,0.176,0.4097222222,23500.0,16835.0,30245.0,31925.0,33404.0
1.0,3.0,21.0,216.0,0.2037,0.713,0.0324,0.0139,0.0,0.0093,0.0,9145.0,5277.224115173889,0.6805,0.7303,0.145,0.4256272401,13000.0,11499.0,22311.0,25368.0,45403.0
1.0,2.0,11.0,9.0,0.0,0.8889,0.1111,0.0,0.0,0.0,1.0,5347.0,4000.0,0.0,0.0,0.0,0.5035770013385884,12532.513483380226,18831.647750097127,24739.910094640578,25600.908296055866,21341.13956105418
1.0,3.0,22.0,68.0,0.1912,0.1471,0.0588,0.0,0.0,0.0,0.0,2198.0,5350.202725294854,0.8632,0.9316,0.13,0.4728829686,9500.0,16094.0,24564.0,26657.0,24419.0
2.0,1.0,31.0,1949.0,0.685,0.0713,0.1642,0.0123,0.0015,0.0,0.3412,5067.0,8517.0,0.3205,0.1318,0.071,0.5673624288,11000.0,38476.5,34527.0,39470.0,13852.0
2.0,2.0,42.0,458.0,0.7052,0.0568,0.0699,0.024,0.0,0.0,0.19,15562.0,6929.0,0.1436,0.2216,0.044,0.7732026020722733,17500.0,73971.0,27604.0,27567.0,80680.0
2.0,1.0,22.0,25111.0,0.404,0.1358,0.242,0.124,0.0031,0.0011,0.5715,6300.0,8248.0,0.1639,0.0765,0.109,0.5900880037,7500.0,27292.5,37275.0,41743.0,13193.0
1.0,1.0,41.0,2551.0,0.8326,0.051,0.0474,0.0192,0.0012,0.0008,0.5182,4187.0,5424.0,0.305,0.0878,0.209,0.5047683924,7933.0,23689.0,28909.0,31677.0,12436.0
1.0,3.0,43.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1222.0,5148.276691982734,0.8158,0.0,0.0,0.4586195483446866,11441.115192445286,8883.5,24735.111923230535,26045.634549036327,17527.0
1.0,3.0,13.0,83.0,0.5542,0.4096,0.012,0.0,0.0,0.0,0.0,1870.0,4259.011774293911,0.4891,0.0,0.0,0.4285714286,9791.975735594016,12364.5,15447.0,15448.0,12765.0
1.0,1.0,41.0,441.0,0.458,0.0295,0.1678,0.0204,0.068,0.0,0.5918,3787.0,5989.063587919182,0.0632,0.0,0.214,0.5550239234,12347.685398734902,18696.5,31129.0,32531.0,15422.0
1.0,1.0,23.0,77.0,0.7273,0.2208,0.026,0.0,0.0,0.013,0.0,42500.0,8646.975897867016,0.6918,0.5205,0.036,0.5428571429,8790.560629579797,22429.5,40301.0,44702.0,20942.0
1.0,1.0,41.0,56.0,0.8571,0.0714,0.0714,0.0,0.0,0.0,0.0,8639.0,6912.486294265161,0.4627,0.8209,0.038,0.4816542318392799,14760.0,28521.0,49608.0,45630.0,26840.0
1.0,3.0,12.0,137.0,0.6715,0.2044,0.0876,0.0,0.0,0.0146,0.1168,3344.0,5197.687200048204,0.5872,0.5917,0.0,0.4705882353,13833.0,15658.0,21649.0,24554.0,24261.0
1.0,3.0,21.0,227.0,0.3084,0.2291,0.3304,0.0264,0.0176,0.0088,0.5419,2241.0,5143.459886498453,0.6755,0.6962,0.129,0.5201465201,7917.0,18403.5,21992.0,23693.0,23076.0
1.0,1.0,11.0,747.0,0.5114,0.2624,0.1232,0.0228,0.0027,0.0,0.2075,8775.0,6536.553390740491,0.4705,0.0,0.184,0.4922425952,11644.167193796628,17767.0,31714.0,34941.0,14953.0
2.0,3.0,11.0,11275.0,0.3599,0.3804,0.1334,0.0368,0.0053,0.0057,0.0,9593.0,6547.0,0.5199,0.5117,0.08,0.5232751916,20000.0,22890.0,37907.0,38078.0,28047.0
1.0,3.0,21.0,49.0,0.0,0.8571,0.1429,0.0,0.0,0.0,0.4898,6542.0,6023.187735652975,0.3506,0.3506,0.103,0.48469123791700314,12715.113206971742,21909.044383676264,30070.519249610505,31928.412732440105,18924.0
1.0,3.0,11.0,330.0,0.2727,0.3394,0.297,0.0394,0.0091,0.0,0.3576,3464.0,5259.346400923073,0.5945,0.5017,0.125,0.503875969,11336.0,19813.0,25213.0,25647.0,22573.0
1.0,3.0,21.0,167.0,0.3832,0.2635,0.2635,0.006,0.018,0.0,0.0,2811.0,4141.0,0.5029,0.5087,0.105,0.4565217391,9500.0,16808.0,27345.0,26822.0,28913.0
1.0,3.0,23.0,305.0,0.9246,0.059,0.0066,0.0033,0.0,0.0,0.0164,5509.0,4253.0,0.5282,0.7007,0.115,0.5280528053,12000.0,21369.0,25212.0,27930.0,15066.0
1.0,3.0,11.0,288.0,0.309,0.3507,0.1944,0.0313,0.0,0.0035,0.441,4298.0,5466.707570387408,0.694,0.7445,0.205,0.4265536723,32397.0,16602.0,44704.0,37612.0,26814.0
1.0,3.0,21.0,377.0,0.0902,0.8249,0.0239,0.0133,0.0027,0.0053,0.0,6749.0,5200.377972465375,0.7407,0.7383,0.145,0.4256272401,13000.0,11499.0,22311.0,25368.0,46565.0
1.0,3.0,21.0,102.0,0.2549,0.3824,0.1078,0.2353,0.0,0.0,0.4608,4639.0,4731.080382625825,0.6577,0.6577,0.17,0.4518956446222612,6312.0,14195.5,18007.0,18810.0,18908.0
1.0,1.0,32.0,549.0,0.694,0.0146,0.133,0.0036,0.0291,0.0018,0.9454,4269.0,6239.369291855744,0.0946,0.0,0.0,0.2807017544,11470.366327077925,13295.0,23404.0,31002.0,15135.0
1.0,1.0,43.0,3767.0,0.6772,0.2023,0.0374,0.013,0.0024,0.0008,0.3833,5268.0,7115.0,0.3425,0.2083,0.16,0.5576842982,11000.0,23096.0,30404.0,32580.0,15245.0
3.0,3.0,21.0,420.0,0.1976,0.669,0.0571,0.0048,0.0048,0.0048,0.2333,11161.0,6032.0,0.6079,0.6266,0.174,0.5277116627,26123.0,20000.0,28684.0,29770.0,30064.0
1.0,1.0,33.0,17.0,0.9412,0.0,0.0,0.0588,0.0,0.0,0.0,11590.0,7375.8328087875925,0.7027,0.5676,0.238,0.4641402187918227,12956.230016572583,18397.5,42283.0,45048.0,18852.0
1.0,1.0,32.0,8.0,0.625,0.25,0.0,0.125,0.0,0.0,0.0,9054.0,5150.720086074842,0.6316,0.9474,0.176,0.4600400193086579,13105.142121529278,21675.5,39255.0,29983.0,24345.0
1.0,3.0,12.0,310.0,0.1097,0.7452,0.029,0.0161,0.0,0.0,0.0,2765.0,6167.455604530963,0.445,0.4616,0.06,0.3076923077,6333.0,15587.0,37164.0,36419.0,18474.0
2.0,3.0,11.0,768.0,0.4323,0.0469,0.3151,0.043,0.0521,0.0104,0.0,5233.0,7090.0,0.4668,0.5896,0.062,0.4946070878,9500.0,21596.0,34052.0,34540.0,29268.0
2.0,3.0,21.0,667.0,0.1424,0.036,0.6597,0.1049,0.003,0.0105,0.0,12060.0,6236.0,0.5925,0.7194,0.092,0.4528703047,18685.0,21293.0,36249.0,35895.0,34529.0
3.0,3.0,21.0,232.0,0.5431,0.0733,0.2716,0.056,0.0043,0.0,0.0,7691.0,7459.0,0.4222,0.8,0.083,0.541647591877023,42125.0,30000.0,69202.0,69864.0,42416.0
1.0,3.0,12.0,186.0,0.6505,0.0269,0.086,0.0215,0.0054,0.0,0.0054,4421.0,5109.192731563247,0.4958,0.5125,0.075,0.4777448071,10555.0,20181.5,21236.0,22675.0,20970.0
1.0,3.0,12.0,77.0,0.4805,0.1688,0.3117,0.013,0.0,0.0,0.0,4915.0,4689.553606339956,0.6857,0.6476,0.049,0.5197368421,9833.0,21992.0,21896.0,19726.0,16169.0
2.0,3.0,21.0,514.0,0.1012,0.6265,0.2432,0.0136,0.0039,0.0019,0.679,5427.0,7066.0,0.7975,0.7764,0.1,0.486083499,19000.0,16059.5,30405.0,34022.0,30294.0
1.0,3.0,13.0,834.0,0.6859,0.1787,0.0396,0.0108,0.012,0.0,0.0,7802.0,5633.247375713514,0.4841,0.5952,0.063,0.6262443439,6333.0,30810.5,22314.0,24479.0,28707.0
1.0,3.0,22.0,18.0,0.2222,0.0,0.0,0.0,0.0,0.0,0.0,3446.0,5261.6766688509215,0.6341,0.9024,0.094,0.437267658,9500.0,17342.0,25329.0,25893.0,21376.0
1.0,3.0,21.0,32.0,0.125,0.3125,0.0313,0.0,0.0,0.0,0.0,1979.0,5189.389604664979,0.8033,0.8689,0.094,0.437267658,9500.0,17342.0,25329.0,25893.0,23954.0
1.0,3.0,13.0,220.0,0.2091,0.6227,0.0545,0.0,0.0227,0.0,0.0,3798.0,4450.798564403755,0.4791,0.4582,0.0,0.4232081911,16500.0,12125.5,16173.0,17921.922826197042,27412.0
1.0,1.0,43.0,34.0,0.8235,0.1471,0.0294,0.0,0.0,0.0,0.0588,3528.0,6837.369352629035,0.561,0.6341,0.152,0.43807395752354084,9500.0,15612.5,41420.0,43028.0,20852.0
2.0,3.0,41.0,8.0,0.875,0.125,0.0,0.0,0.0,0.0,0.0,13037.0,6025.309865827267,0.6667,0.8889,0.068,0.3904494382,9881.0,18881.0,26732.0,29037.0,19129.0
2.0,1.0,21.0,5250.0,0.713,0.0844,0.0611,0.0232,0.0017,0.0013,0.412,5540.0,8192.0,0.2505,0.0647,0.097,0.5795034337,6187.0,30934.0,34339.0,37599.0,10678.0
3.0,1.0,11.0,4545.0,0.5965,0.1102,0.0983,0.0451,0.0143,0.0046,0.7787,4269.0,9663.0,0.2381,0.3179,0.024,0.500234192,24276.0,30485.0,52290.0,59595.0,35619.0
3.0,1.0,13.0,669.0,0.6457,0.0404,0.1704,0.0419,0.0,0.0015,0.012,24566.0,8847.0,0.2975,0.1725,0.01,0.7906137184,17375.0,44268.0,33793.0,40832.0,22236.0
1.0,3.0,12.0,615.0,0.5382,0.1496,0.2049,0.0276,0.0163,0.0016,0.0,3539.0,6282.394577297042,0.3394,0.4475,0.12,0.6488340192,8344.0,27479.0,31128.0,33726.0,23254.0
1.0,3.0,23.0,97.0,0.3608,0.0103,0.5361,0.0,0.0206,0.0,0.0,1610.0,4256.072637629781,0.4846,0.6385,0.171,0.4069767442,7422.0,9456.5,18941.0,17563.0,23641.0
1.0,3.0,11.0,419.0,0.1599,0.0358,0.6659,0.0549,0.0072,0.0048,0.0,6563.0,5383.0,0.4951,0.4688,0.186,0.4094969441,10674.0,15708.0,31987.0,33341.0,30706.0
1.0,2.0,12.0,32.0,0.6563,0.0313,0.0938,0.0,0.0,0.0,0.0,29660.0,5293.025764070064,0.1818,0.4394,0.0,0.5666314830031184,10400.577124273823,23045.0,13525.0,15540.871915343258,36993.0
1.0,2.0,13.0,428.0,0.3598,0.1636,0.4159,0.014,0.0,0.0,0.0234,2469.0,5006.64154094043,0.7067,0.6422,0.076,0.4648241206,9024.0,16015.0,18929.0,22582.0,40988.0
1.0,3.0,21.0,242.0,0.3926,0.1777,0.2645,0.0537,0.0041,0.0,0.6612,5178.0,5446.726006957053,0.3656,0.4988,0.076,0.5023923445,5174.0,20084.0,23509.0,24968.306254382194,18394.0
1.0,3.0,23.0,28.0,0.3929,0.0714,0.0,0.0,0.0,0.0,0.0,1926.0,5352.027188689076,0.8033,0.8689,0.13,0.4728829686,9500.0,16094.0,24564.0,26657.0,22540.0
1.0,3.0,31.0,421.0,0.3135,0.5321,0.0879,0.0095,0.0,0.0024,0.0,2206.0,4318.197410771803,0.6754,0.6204,0.04,0.4462365591,7114.0,12589.0,18137.0,17180.0,27293.0
1.0,1.0,11.0,1919.0,0.1053,0.1886,0.3544,0.0146,0.0198,0.001,0.7045,12773.0,6903.055122045722,0.1613,0.0492,0.134,0.4852546917,9500.0,20030.5,36148.0,36945.0,12929.0
2.0,1.0,41.0,430.0,0.1326,0.014,0.8116,0.0093,0.0163,0.0023,0.4605,9468.0,5156.0,0.2911,0.0317,0.141,0.523255814,10429.542640171181,20363.0,25253.0,27593.0,10715.0
1.0,3.0,21.0,209.0,0.488,0.4354,0.0287,0.0096,0.0,0.0,0.0909,5092.0,5246.371705655521,0.3984,0.3826,0.103,0.5705128205,7830.0,21203.0,21408.0,22820.0,15380.0
1.0,3.0,21.0,88.0,0.5114,0.2841,0.0682,0.0,0.0,0.0,0.0,2673.0,4489.762104494599,0.6121,0.6242,0.062,0.4565217391,7538.0,11700.0,17053.0,17877.0,23705.0
3.0,2.0,12.0,405.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2593,1316.0,2281.0,0.8649,0.8351,0.212,0.5011904762,10500.0,0.0,18638.0,20204.0,9038.0
3.0,2.0,21.0,141.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2057,2248.0,2185.0,0.8051,0.5678,0.212,0.5011904762,10500.0,0.0,18638.0,20204.0,9109.0
3.0,3.0,12.0,802.0,0.4738,0.1459,0.1671,0.0274,0.02,0.0087,0.48,5007.0,5758.0,0.5682,0.6675,0.09,0.6529680365,28812.0,32361.5,38443.0,45362.0,30202.0
1.0,1.0,11.0,4084.0,0.5081,0.0394,0.3176,0.0333,0.0125,0.0005,0.6523,8743.0,10095.0,0.1839,0.0635,0.149,0.5328565042,6995.0,22686.5,38458.0,41018.0,16531.0
1.0,1.0,11.0,7010.0,0.4656,0.0562,0.3168,0.0516,0.0198,0.002,0.6013,4793.0,9731.0,0.1216,0.0497,0.167,0.5695039804,7000.0,28924.0,39485.0,43344.0,17320.0
1.0,1.0,13.0,201.0,0.3383,0.4129,0.0746,0.0149,0.1144,0.005,0.3284,37500.0,7881.118098330333,0.2551,0.0,0.0,0.4533333333,7080.681100405971,18043.0,35066.0,38275.0,12321.0
1.0,1.0,42.0,26.0,0.9615,0.0385,0.0,0.0,0.0,0.0,0.0,5907.0,5952.788259352832,0.5455,0.0,0.0,0.4931500178044221,11090.888625154214,17767.5,31265.0,31862.0,10751.0
1.0,1.0,33.0,108.0,0.5926,0.0278,0.1204,0.0093,0.1111,0.0,0.3426,18261.0,6201.256431588944,0.086,0.0,0.0,0.5180722892,10505.595894441765,13473.0,22330.0,27814.0,24579.676158405106
