PREDDEG,CONTROL,LOCALE,UGDS,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,PPTUG_EF,INEXPFTE,AVGFACSAL,PCTPELL,PCTFLOAN,CDR2,PAR_ED_PCT_PS,GRAD_DEBT_MDN,MD_FAMINC,MD_EARN_WNE_P6,MD_EARN_WNE_P8,COST
2.0,1.0,21.0,6038.0,0.1915,0.0225,0.3276,0.3102,0.0012,0.0142,0.7266,8444.0,11610.0,0.102,0.0027,0.063,0.4724473258,12293.782292911463,19469.0,41801.0,48842.0,10564.0
2.0,1.0,12.0,9194.0,0.1129,0.1103,0.6844,0.0456,0.0028,0.003,0.7377,4002.0,10630.0,0.2566,0.0,0.16,0.4046325422,11879.937258501144,16948.0,31429.0,34257.0,14283.0
3.0,2.0,21.0,1994.0,0.3816,0.0697,0.3079,0.162,0.0115,0.0246,0.0411,14027.0,10989.0,0.2301,0.4347,0.03,0.7447916667,23691.0,72847.0,60517.0,69164.0,71268.0
2.0,1.0,22.0,7213.0,0.2217,0.1456,0.3508,0.1488,0.0042,0.0082,0.6673,10124.0,9879.0,0.2089,0.0101,0.282,0.515491453,12000.0,19386.0,32814.0,39341.0,12458.0
3.0,1.0,21.0,5892.0,0.4104,0.0289,0.41,0.0484,0.0037,0.0039,0.1415,9445.0,11481.0,0.3433,0.2658,0.045,0.5852534562,16705.0,40508.0,51155.0,58057.0,23866.0
4.0,2.0,11.0,441.1092833756866,0.2807268227811972,0.15194904039188306,0.38003287036636924,0.03470236928452125,0.018233685275551637,0.008380241073800296,0.2894221952708154,2384.0,4523.0,0.5422937636356104,0.31690272609957115,0.118,0.5871888557194767,11651.388292021864,16400.0,21786.0,21698.0,17828.121765417127
1.0,3.0,12.0,237.0,0.2954,0.0464,0.4177,0.0633,0.0127,0.0,0.3797,2505.0,4929.0,0.5,0.7904,0.102,0.5352112676,20938.0,25000.0,36018.0,40613.0,36245.0
3.0,2.0,12.0,2001.0,0.3213,0.0455,0.4693,0.047,0.003,0.0045,0.0855,7773.0,8750.0,0.4213,0.8537,0.04,0.6411637931,22000.0,42880.0,43389.0,48427.0,53254.0
1.0,3.0,21.0,803.0,0.066,0.0461,0.4421,0.1993,0.01,0.0125,0.1357,7521.0,5345.0,0.5415,0.7249,0.08,0.5365384615,13000.0,19948.0,37602.0,39458.0,22989.0
2.0,1.0,11.0,14685.0,0.0809,0.0448,0.7024,0.1144,0.0022,0.0038,0.5696,6479.0,10648.0,0.3403,0.0082,0.142,0.4346426272,4500.0,19399.5,32273.0,34883.0,19697.0
4.0,2.0,11.0,3267.3374753124062,0.35023438282943387,0.10469202799429655,0.3163966808986288,0.07310733665688432,0.011534853315833787,0.006599772546690051,0.22601753202489588,10990.0,7546.0,0.42993934407892337,0.35877597491154056,0.054,0.6544355830566335,15870.56911280939,33399.128498335805,37617.40528636678,40669.65653284293,29663.259590364258
4.0,2.0,21.0,4155.417376912863,0.45242777760151154,0.038341568913460855,0.23136247441034885,0.09957557964848313,0.02051475180698295,0.004208139101005551,0.14490363262892658,29945.0,9899.0,0.3441935219704808,0.35360722530538424,0.0,0.7066617218894702,17117.893146875474,43610.02133659183,48243.895755580656,52435.11456134117,42159.58548313046
3.0,2.0,11.0,245.0,0.1592,0.0204,0.1265,0.1061,0.0,0.0,0.0898,17058.0,12118.0,0.207,0.2148,0.078,0.611319468001014,22970.583559055754,27841.0,55717.0,68233.0,67666.0
3.0,2.0,11.0,20505.0,0.2992,0.0646,0.175,0.2456,0.0014,0.0026,0.0218,38078.0,16526.0,0.2173,0.2488,0.014,0.7528216704,18000.0,45149.0,72478.0,79491.0,81298.0
4.0,2.0,11.0,14353.426920963908,0.02108051665087829,0.07917950241209504,0.5093955856558708,0.20884728935486377,0.0125659778285247,0.005728320824226141,0.4416547475237456,18406.0,15760.0,0.4151927312385758,0.12057330642854497,0.014,0.5292480709789578,11892.48498440392,8190.0,51529.35963197761,57994.72564654681,18922.765897067868
2.0,1.0,32.0,3749.0,0.1963,0.0352,0.6479,0.0141,0.0032,0.0019,0.7858,10342.0,11638.0,0.2036,0.006,0.0,0.373088685,10626.756242704912,21203.0,31227.0,32883.0,13417.0
4.0,2.0,21.0,-240.71307104266634,0.39494827672065697,0.10110183939505979,0.28433299819947583,0.046493741957338366,0.027900722631721275,0.006869230449683628,0.20241117936206932,17917.0,5524.0,0.4750094140888163,0.3417876797097069,0.058,0.6341706749541435,13375.679541447018,25606.779021100578,31758.62716740796,33355.66120590712,29975.060600652087
3.0,2.0,42.0,516.0,0.6202,0.0,0.1977,0.0194,0.0,0.0019,0.0,15819.0,9803.0,0.2072,0.672,0.0,0.8445393065597446,18000.0,97358.5,42621.0,44212.0,38428.0
2.0,2.0,21.0,75.0,0.3733,0.32,0.1467,0.0533,0.0,0.0133,0.8533,7828.0,3252.0,0.6019,0.4272,0.015,0.5319148936,13740.3086792676,19850.0,32402.0,32799.0,24473.028942030007
1.0,3.0,21.0,1173.0,0.006,0.0196,0.2847,0.0051,0.0043,0.0026,0.0,2683.0,5371.360812040279,0.7435,0.7674,0.13,0.3675361069,9500.0,10993.5,27151.0,27831.0,32576.0
1.0,3.0,12.0,825.0,0.0824,0.1055,0.4606,0.0291,0.0048,0.0036,0.0,7165.0,4345.0,0.7047,0.7477,0.095,0.4138398915,9500.0,17215.0,35379.0,36211.0,27223.0
1.0,3.0,11.0,676.0,0.0636,0.0459,0.5281,0.0754,0.003,0.0104,0.1346,6530.0,4558.0,0.5427,0.6845,0.082,0.450310559,9500.0,17874.0,41010.0,44836.0,24109.0
2.0,1.0,12.0,9451.0,0.211,0.0232,0.6453,0.0459,0.0026,0.0019,0.6657,4985.0,9804.0,0.2254,0.0075,0.144,0.4334365325,13876.0,22347.5,33117.0,37167.0,8412.0
1.0,3.0,21.0,86.0,0.1977,0.1047,0.5814,0.1047,0.0,0.0116,0.0349,4734.0,5698.607046381995,0.3071,0.2357,0.103,0.4573852203418929,12584.351089312873,16425.5,28256.325117766763,29965.51505100616,20904.0
1.0,1.0,21.0,10123.0,0.1826,0.099,0.6345,0.0196,0.0038,0.0034,0.6423,5804.0,9761.0,0.3984,0.0029,0.174,0.4352740456,12098.619578691636,14660.5,28844.0,32213.0,19154.0
2.0,1.0,12.0,4096.0,0.2385,0.1545,0.2734,0.1877,0.0022,0.0012,0.7957,4935.0,10619.0,0.1164,0.007,0.128,0.5317002882,12080.412370665168,13864.5,33085.0,37497.0,17404.0
3.0,3.0,11.0,6274.0,0.4342,0.3508,0.0995,0.0151,0.0005,0.0032,0.7566,3286.0,7401.0,0.4731,0.604,0.06,0.4918733961,20834.0,29737.5,41564.0,37600.0,25280.68403974609
1.0,3.0,12.0,42.0,0.119,0.0,0.7857,0.0476,0.0238,0.0,0.0,3798.0,4279.724902176165,0.6842,0.4737,0.0,0.3703703704,6333.0,15892.0,12378.0,13645.213909004437,19805.0
2.0,1.0,32.0,1902.0,0.1414,0.0489,0.7261,0.0216,0.0095,0.0037,0.7471,2933.0,11829.0,0.1495,0.0142,0.149,0.363022942,6750.0,21911.0,30448.0,34031.0,16509.0
2.0,1.0,21.0,6898.0,0.1542,0.2056,0.4971,0.0581,0.0019,0.002,0.7857,7584.0,11539.0,0.1663,0.0106,0.121,0.4593673966,13500.0,14188.0,31761.0,33226.0,17858.0
2.0,1.0,21.0,5480.0,0.3261,0.0248,0.3327,0.1907,0.0004,0.0026,0.6387,12315.0,13080.0,0.1069,0.004,0.132,0.5408942203,10829.42203711412,17593.5,39192.0,44020.0,11344.0
1.0,3.0,21.0,1806.0,0.2265,0.1008,0.4441,0.0836,0.0233,0.021,0.0,5489.0,6240.0,0.5277,0.6026,0.172,0.4483994267,11537.0,18013.0,34386.0,35465.0,40908.0
4.0,2.0,21.0,3540.3268003141256,0.4244502296934377,0.06666514715848704,0.2709733809630145,0.07216988750902381,0.021606163032317244,0.006203019915920802,0.2195300038945277,11553.0,7804.0,0.40887462468592123,0.3400456600590448,0.0,0.6562817075662359,16099.58530424477,34453.992764043374,38566.79486627335,41775.075214805605,30311.06668884498
3.0,2.0,22.0,1284.0,0.5226,0.0202,0.2313,0.0693,0.0023,0.0023,0.0093,20804.0,10155.0,0.1898,0.483,0.037,0.83125,23250.0,87651.0,49335.0,57866.0,67000.0
3.0,2.0,21.0,1124.0,0.2625,0.0489,0.444,0.0676,0.0,0.0044,0.0302,16255.0,8676.0,0.3424,0.6232,0.037,0.6647482014,24937.0,64984.0,42946.0,49816.0,62130.0
3.0,2.0,11.0,868.0,0.3652,0.0426,0.3341,0.1256,0.0081,0.0046,0.0806,18020.0,7447.0,0.5133,0.6147,0.047,0.5902140673,26960.0,32542.5,47056.0,55719.0,55779.0
4.0,2.0,12.0,7050.047885056363,0.39372756382104573,0.05858236523588001,0.28489268289610703,0.10829122161288614,0.005459664371717909,0.0048834821508130025,0.20733616501627394,13567.0,10621.0,0.339821153446111,0.3666682209257781,0.01,0.6968313370490875,18860.68826489366,45803.85242768906,48374.46583306955,53370.70009423905,35429.28028214288
4.0,2.0,11.0,9283.986066643407,0.3913720061451981,0.050200324404253927,0.29439318645591567,0.1191249333111859,-0.0014407792797540009,0.00430926457524583,0.22703935233117145,7623.0,11774.0,0.3140715825370909,0.3798903835958716,0.019,0.7020752997778323,20405.17386820753,50162.51590327315,51432.85329145092,57299.844434138184,34301.673945789706
3.0,2.0,11.0,142.0,0.9718,0.0,0.0,0.0,0.0,0.0,0.0,34055.0,11422.0,0.5845,0.0,0.0,0.7207628213846604,12126.251472008717,40088.0,27087.0,42092.0,27600.0
2.0,1.0,22.0,4181.0,0.2973,0.0352,0.409,0.1497,0.0069,0.0045,0.6936,6173.0,11258.0,0.2939,0.0065,0.293,0.4155722326,10835.965391349704,18503.5,30949.0,33967.0,11185.0
3.0,1.0,33.0,1307.0,0.3718,0.0903,0.3749,0.0122,0.0153,0.0069,0.1905,9366.0,6799.0,0.3553,0.3237,0.072,0.5848690592,19500.0,31933.0,36129.0,37944.0,22772.0
1.0,1.0,12.0,3448.0,0.4669,0.0261,0.4278,0.0133,0.0038,0.0012,0.5696,9694.0,7598.0,0.1755,0.051,0.197,0.4545454545,6844.0,28173.0,35705.0,37947.0,14486.0
2.0,1.0,21.0,5369.0,0.613,0.0413,0.1827,0.043,0.0058,0.0026,0.6869,5983.0,8273.0,0.1124,0.1092,0.16,0.6155433287,11884.0,29736.0,39530.0,41720.0,16667.0
2.0,3.0,21.0,205.0,0.5366,0.0293,0.2829,0.0146,0.0195,0.0,0.0,2646.0,5643.0,0.3687,0.6313,0.032,0.6413793103,20372.0,30229.5,32341.0,34097.0,28888.0
3.0,1.0,11.0,10922.0,0.4102,0.062,0.2629,0.1046,0.0038,0.0014,0.235,35419.0,9457.0,0.2608,0.2405,0.045,0.6205795117,20500.0,33313.0,51907.0,55859.0,23895.0
3.0,1.0,11.0,9102.0,0.5711,0.0449,0.1953,0.0385,0.0041,0.0031,0.2064,10471.0,6638.0,0.2827,0.2535,0.022,0.6865946195,20000.0,42591.0,44019.0,47897.0,23180.0
2.0,3.0,13.0,284.0,0.338,0.0423,0.1831,0.0528,0.007,0.0106,0.0,3698.0,5049.0,0.0696,0.1361,0.133,0.5737179487,19188.0,25866.0,51717.0,52651.0,30182.0
3.0,1.0,12.0,30598.0,0.6831,0.0175,0.1304,0.0619,0.0016,0.0009,0.0635,18223.0,12587.0,0.1435,0.2324,0.046,0.7964268153,19500.0,70221.0,53159.0,60001.0,32351.0
3.0,2.0,12.0,5399.0,0.604,0.1493,0.155,0.0139,0.0081,0.0043,0.6644,3600.0,7016.0,0.3254,0.4218,0.041,0.5514901151,28312.0,29376.0,38696.0,44541.0,48130.0
3.0,2.0,11.0,2174.0,0.6688,0.0299,0.1099,0.0455,0.0032,0.0018,0.0161,27469.0,11843.0,0.1397,0.2365,0.015,0.8242811502,18257.0,74864.0,42725.0,50918.0,79229.0
1.0,3.0,11.0,731.0,0.2394,0.1341,0.3625,0.0616,0.0123,0.0082,0.0,7129.0,3719.0,0.5303,0.7594,0.078,0.4737146158,9500.0,21907.0,36718.0,38146.0,21955.0
1.0,1.0,33.0,2701.0,0.6024,0.0115,0.3165,0.0122,0.0044,0.0007,0.5561,10817.0,8677.0,0.1342,0.0908,0.096,0.625203252,9000.0,30750.0,35072.0,38031.0,13610.0
2.0,1.0,43.0,565.0,0.6513,0.0283,0.1982,0.0142,0.0212,0.0053,0.3504,8224.0,6468.0,0.2035,0.1661,0.223,0.5410628019,12000.0,35548.5,36832.0,38890.0,20106.0
3.0,1.0,21.0,5662.0,0.6948,0.0115,0.1235,0.0578,0.0048,0.0005,0.0456,17235.0,13173.0,0.133,0.3533,0.018,0.8455357143,23000.0,95766.0,79815.0,88180.0,37114.0
2.0,3.0,12.0,130.0,0.8231,0.0154,0.0615,0.0231,0.0,0.0077,0.0,3287.0,4590.0,0.296,0.2556,0.019,0.6838709677,20000.0,22376.0,40806.0,48065.0,26400.0
3.0,1.0,12.0,25150.0,0.7071,0.0223,0.156,0.0289,0.0054,0.0012,0.1172,14965.0,11238.0,0.2124,0.3352,0.039,0.7578628767,20000.0,63463.5,47821.0,52869.0,28277.0
3.0,3.0,11.0,22315.0,0.2742,0.1937,0.0027,0.0075,0.0118,0.0041,0.3925,1352.0,7644.0,0.7083,0.7505,0.131,0.4541231127,29832.0,14687.5,33370.0,32767.0,22634.0
2.0,1.0,11.0,3239.0,0.2806,0.2272,0.327,0.0559,0.0059,0.0043,0.7058,5886.0,7473.0,0.1873,0.0657,0.167,0.4888074888,10500.0,25239.0,36208.0,38621.0,15175.0
1.0,1.0,41.0,173.0,0.578,0.0058,0.3526,0.0058,0.0462,0.0116,0.474,4366.0,7445.195423253105,0.237,0.026,0.059,0.4482758621,4750.0,25991.5,26810.0,39210.0,21033.13524371482
2.0,1.0,11.0,5019.0,0.3373,0.1213,0.3782,0.054,0.0068,0.003,0.6673,6246.0,7880.0,0.3149,0.187,0.247,0.5059347181,12495.0,20562.0,31174.0,33934.0,17536.0
1.0,3.0,11.0,1155.0,0.4216,0.058,0.3957,0.0156,0.0225,0.0043,0.0,4343.0,4924.0,0.5125,0.6243,0.215,0.4826211536,11730.0,24468.0,42260.0,41494.0,37426.0
4.0,2.0,21.0,1279.7191363364145,0.4089754123705257,0.08735057591263173,0.2796340357060685,0.054467079465878185,0.026588396241549045,0.007126292315662454,0.2208459597862491,12385.0,6177.0,0.45331896956350815,0.33111885326675305,0.011,0.6374767146651,14382.997197763412,27983.542093407195,33184.9499579214,35319.59263508559,28305.391314271776
3.0,2.0,11.0,5986.0,0.6853,0.0251,0.133,0.0403,0.0043,0.0007,0.0545,17434.0,11739.0,0.1513,0.318,0.014,0.8096935139,21844.0,80202.0,54037.0,62079.0,72540.0
3.0,1.0,32.0,3113.0,0.3958,0.0106,0.1404,0.0058,0.3235,0.0019,0.0832,8984.0,7761.0,0.3764,0.3098,0.056,0.6914963744,18389.0,41306.5,35434.0,40630.0,24017.0
1.0,1.0,21.0,10781.0,0.6064,0.021,0.2583,0.0393,0.0065,0.0013,0.6796,5508.0,7499.0,0.2024,0.1354,0.162,0.5884142126,12251.0,28877.0,36983.0,40106.0,16836.0
4.0,2.0,11.0,2181.705179185701,0.3736268803738647,0.0908956071002891,0.2829603743821958,0.08227606704847135,0.01742130511160203,0.006584954593417423,0.17862611599488054,23225.0,7815.0,0.4086402397657478,0.3399637255402196,0.0,0.6785091350722207,15396.612089884156,34992.9673136845,40253.5630115424,43229.350720446484,35885.08212851964
1.0,3.0,11.0,313.0,0.4505,0.1725,0.2907,0.0319,0.0224,0.016,0.7093,4239.0,4983.34540339821,0.5925,0.5575,0.14,0.5805471125,6333.0,18908.0,19637.0,20972.0,23634.0
2.0,1.0,33.0,394.0,0.4137,0.0787,0.3959,0.0,0.0279,0.0051,0.2386,8406.0,5522.0,0.2816,0.1408,0.196,0.527638191,8750.0,29504.0,32079.0,32850.0,17855.0
3.0,1.0,13.0,7654.0,0.6577,0.0188,0.2136,0.0153,0.0051,0.0043,0.1615,9472.0,7275.0,0.3005,0.3556,0.12,0.6062450384,22000.0,44794.0,36748.0,40563.0,22346.0
3.0,1.0,11.0,14947.0,0.4438,0.073,0.3548,0.0462,0.0079,0.0021,0.385,7492.0,7194.0,0.3323,0.3165,0.107,0.5953334254,21500.0,32101.0,42819.0,45766.0,22428.0
2.0,1.0,33.0,635.0,0.4,0.1291,0.4331,0.0079,0.0047,0.0,0.6205,9494.0,6921.0,0.2168,0.0938,0.208,0.5038560411,8501.0,27017.0,35518.0,35653.0,17432.0
3.0,2.0,12.0,338.0,0.6716,0.0089,0.1065,0.0296,0.0089,0.003,0.0947,9622.0,6062.0,0.5385,0.5169,0.028,0.8051948052,24712.0,21389.0,25735.0,25331.0,51737.0
3.0,2.0,11.0,316.0,0.7848,0.057,0.0981,0.0127,0.0095,0.0,0.9367,6687.0,4767.0,0.1582,0.1786,0.11,0.4852071006,34787.0,30766.5,34654.0,36763.0,39094.76961526254
1.0,1.0,33.0,827.0,0.6542,0.0351,0.1886,0.0048,0.0036,0.0012,0.2334,7963.0,5948.0,0.3915,0.2126,0.203,0.6191117093,9376.0,39016.0,35063.0,36724.0,19643.0
3.0,1.0,12.0,6024.0,0.6116,0.0443,0.2533,0.0214,0.0032,0.0015,0.1094,9771.0,8284.0,0.2653,0.4066,0.043,0.64826868,20470.0,51738.0,41450.0,46035.0,26352.0
2.0,1.0,33.0,642.0,0.433,0.0779,0.3645,0.0109,0.0109,0.0016,0.2913,7490.0,5715.0,0.3449,0.1833,0.233,0.4896449704,10250.0,23822.0,30948.0,32699.0,19535.0
2.0,1.0,21.0,9153.0,0.5334,0.0771,0.2529,0.0338,0.0074,0.0046,0.6168,7066.0,7126.0,0.3184,0.1576,0.183,0.5740514076,9000.0,24757.0,32900.0,35704.0,17283.0
1.0,1.0,12.0,3237.0,0.4875,0.0324,0.393,0.0124,0.0244,0.0022,0.6413,7202.0,6754.0,0.3178,0.1831,0.245,0.5261663286,10000.0,20041.5,30801.0,32493.0,19542.0
1.0,1.0,12.0,4146.0,0.6179,0.0244,0.2402,0.0294,0.0055,0.0019,0.6138,6971.0,7761.0,0.2235,0.143,0.169,0.5468431772,9500.0,26224.0,37996.0,40774.0,17444.0
3.0,2.0,11.0,2239.0,0.498,0.0509,0.2957,0.063,0.0049,0.0036,0.2077,9878.0,8234.0,0.2452,0.4452,0.024,0.64,25000.0,42833.0,60613.0,65367.0,52045.0
3.0,3.0,12.0,2041.0,0.5698,0.1039,0.1416,0.0363,0.0206,0.0,0.4424,4449.0,5290.0,0.4829,0.6135,0.074,0.6650485437,31000.0,28600.0,34667.0,32358.0,30447.0
1.0,2.0,11.0,11.0,0.2727,0.0909,0.6364,0.0,0.0,0.0,0.0,10699.0,6537.347547544595,0.0,0.1667,0.069,0.5626773307823286,14140.169646023196,38843.0,32233.0,34137.0,20180.0
3.0,1.0,12.0,3008.0,0.4438,0.0622,0.3467,0.0203,0.008,0.005,0.1908,4155.0,7134.0,0.3343,0.3338,0.113,0.5913218971,21500.0,38397.0,44071.0,49128.0,22545.0
1.0,1.0,11.0,590.0,0.2932,0.1949,0.4153,0.0644,0.0085,0.0034,0.0525,7238.0,6329.289551401082,0.3251,0.0,0.0,0.4197530864,11864.053859659076,21719.5,32858.0,34149.0,12882.0
1.0,3.0,11.0,691.0,0.5774,0.2041,0.1693,0.0217,0.0116,0.0,0.0,1396.0,4420.0,0.5103,0.4656,0.238,0.5256410256,11667.0,19273.0,32085.0,36459.0,25600.0
1.0,3.0,13.0,1105.0,0.5014,0.0389,0.3828,0.009,0.0534,0.0027,0.0,1020.0,3948.0,0.6363,0.6255,0.218,0.4734251969,10769.0,15565.0,26291.0,28122.0,22426.0
1.0,1.0,33.0,1075.0,0.3414,0.0735,0.454,0.0102,0.0288,0.0065,0.4698,7840.0,5319.0,0.39,0.0927,0.232,0.4425981873,8908.0,21971.5,30300.0,34082.0,20472.0
1.0,3.0,21.0,81.0,0.2222,0.037,0.3951,0.0123,0.0,0.0,0.3951,7156.0,4993.4445330188255,0.5538,0.5462,0.08,0.4447410571,10667.0,13279.5,19404.0,21116.0,20492.0
3.0,1.0,33.0,1673.0,0.7047,0.0341,0.1201,0.0126,0.0096,0.0024,0.0705,11128.0,7081.0,0.1416,0.2416,0.048,0.7503075031,20250.0,61406.5,37870.0,41031.0,24833.0
3.0,2.0,12.0,978.0,0.3374,0.3088,0.2362,0.0184,0.001,0.002,0.1053,8133.0,7944.0,0.4675,0.7498,0.051,0.4661764706,30964.0,33671.0,43506.0,57396.0,53621.0
1.0,1.0,21.0,1013.0,0.6505,0.1125,0.1471,0.0257,0.001,0.001,0.5518,15114.0,7922.0,0.3358,0.067,0.046,0.5377358491,6530.0,14029.0,39857.0,34696.0,16762.0
3.0,2.0,12.0,1604.0,0.2338,0.3435,0.2955,0.0374,0.0069,0.0,0.1652,7724.0,7153.0,0.5216,0.7021,0.086,0.575708502,25750.0,32763.5,41258.0,42426.0,53749.0
3.0,1.0,21.0,7500.0,0.5621,0.1315,0.1796,0.0529,0.0009,0.0008,0.1899,17641.0,10384.0,0.3579,0.4864,0.071,0.6125170068,22300.0,48269.0,49656.0,52858.0,22904.0
3.0,1.0,21.0,1426.0,0.5358,0.1732,0.2062,0.0295,0.0007,0.0028,0.7216,5232.0,9263.935230179715,0.3722,0.3978,0.052,0.4546899841,18683.0,35792.0,51516.0,60823.0,18386.0
1.0,3.0,21.0,202.0,0.2871,0.2822,0.2871,0.0198,0.0,0.005,0.0,4846.0,5035.020227850501,0.4691,0.5472,0.087,0.5477477477,11259.0,23109.0,27145.0,24914.0,29659.0
3.0,2.0,13.0,1915.0,0.6742,0.0439,0.117,0.0334,0.0,0.0005,0.0,16852.0,9804.0,0.1597,0.3729,0.023,0.8595744681,23500.0,89003.0,54310.0,65310.0,79575.0
1.0,3.0,21.0,426.0,0.2465,0.3075,0.216,0.0235,0.0,0.0,0.0563,4307.0,6768.164087828322,0.6321,0.6541,0.207,0.4540389972,12350.0,18161.0,34985.0,39879.0,28597.0
3.0,1.0,21.0,18768.0,0.5131,0.0696,0.1506,0.1313,0.001,0.0003,0.0239,24731.0,13573.0,0.2406,0.3893,0.032,0.7335067068,21500.0,67737.0,58770.0,65342.0,35236.0
2.0,2.0,13.0,2802.0,0.4143,0.247,0.2573,0.0228,0.0032,0.0021,0.8865,11688.0,6250.0,0.744,0.4775,0.102,0.4718883288,33500.0,28731.0,37107.0,39280.0,36485.0
1.0,3.0,41.0,973.0,0.3649,0.1028,0.1614,0.0144,0.001,0.0,0.1213,1978.0,6078.925234408713,0.5452,0.7148,0.212,0.452374564,11250.0,20981.0,34481.0,35665.0,40488.0
3.0,1.0,31.0,3534.0,0.652,0.0891,0.1296,0.0269,0.0008,0.0008,0.0733,17123.0,10202.0,0.2936,0.5267,0.042,0.6553464892,24250.0,61960.0,46225.0,49345.0,28648.0
3.0,2.0,21.0,4706.0,0.8094,0.0115,0.0661,0.0208,0.0004,0.0002,0.0108,14889.0,12734.0,0.0736,0.4853,0.008,0.8345558272,26000.0,117152.0,75433.0,75426.0,71215.0
1.0,3.0,21.0,161.0,0.354,0.236,0.3478,0.0062,0.0062,0.0,0.2236,12994.0,6510.695726380468,0.4369,0.4013,0.068,0.5204678363,6333.0,27352.5,31282.31833905682,33159.985774867644,21709.0
2.0,1.0,12.0,2182.0,0.1824,0.3685,0.3391,0.0472,0.0018,0.0018,0.7227,13898.0,9024.0,0.4899,0.038,0.097,0.423155044,9200.0,18008.0,32307.0,33734.0,16002.0
4.0,2.0,12.0,3503.0272544194822,0.7267818508360502,-0.08656477320480493,0.10882084245385004,0.11607305859287587,-0.015583366656792913,0.001137546796624457,-0.09952785907135231,40700.0,11302.0,0.10993068597850036,0.6157706071216786,0.014,0.8625498008,23750.0,96975.5,83825.0,91421.0,71359.3998909945
1.0,3.0,21.0,369.0,0.1951,0.3008,0.3415,0.0136,0.0054,0.0,0.0,2025.0,5430.851182605705,0.6704,0.7797,0.115,0.3262711864,11979.0,12000.0,24039.0,27312.0,23999.0
4.0,2.0,12.0,3408.0860511466435,0.38536420066653193,0.07877906031032622,0.2779355841795695,0.09003083732554606,0.015157538697634199,0.006006406681858513,0.18047761484157454,22076.0,8636.0,0.38682753929093106,0.346378759987513,0.0,0.6860070695007773,16307.41464404194,38227.07365613463,42866.16273473229,46398.69039984188,36549.9234422757
3.0,2.0,12.0,3876.0,0.5041,0.1705,0.154,0.0431,0.0044,0.0015,0.0511,16064.0,8170.0,0.2835,0.6218,0.039,0.7130782918,27000.0,70000.0,41345.0,50732.0,60887.0
3.0,2.0,21.0,196.0,0.6071,0.0,0.1837,0.0561,0.0,0.0,0.5153,5742.0,4469.0,0.2007,0.2883,0.016,0.639924229838634,12541.0,39143.5,28471.78115816759,29600.93844350106,11530.0
2.0,1.0,12.0,2959.0,0.2136,0.2923,0.4062,0.0297,0.0014,0.002,0.6134,9768.0,8780.0,0.4578,0.0089,0.111,0.4221032132,7925.0,19987.0,33530.0,35331.0,18500.0
2.0,1.0,21.0,3724.0,0.4374,0.185,0.2543,0.0593,0.0021,0.0019,0.6106,10227.0,9965.0,0.3587,0.0107,0.076,0.4881000403,5000.0,22058.0,33416.0,38142.0,16037.0
2.0,1.0,22.0,4216.0,0.4333,0.1074,0.3325,0.0282,0.0057,0.0024,0.6214,11912.0,9533.0,0.4236,0.0137,0.09,0.4461343473,7500.0,21691.0,34394.0,35983.0,15170.0
2.0,1.0,13.0,1688.0,0.5983,0.0835,0.2251,0.0361,0.0,0.0,0.5699,10993.0,9474.0,0.3566,0.0162,0.092,0.4759871932,7638.0,20298.0,32489.0,39459.0,12692.0
3.0,2.0,13.0,480.0,0.5083,0.1521,0.1833,0.0188,0.0021,0.0021,0.0313,6495.0,7429.0,0.4163,0.654,0.091,0.6483516484,25150.0,55059.5,33031.0,36644.0,52006.0
2.0,1.0,13.0,2736.0,0.5669,0.0994,0.2131,0.0417,0.0044,0.0037,0.6155,11133.0,9021.0,0.4263,0.0202,0.085,0.4548366432,10500.0,20543.0,34386.0,32270.0,12151.0
1.0,3.0,21.0,638.0,0.3088,0.2649,0.3119,0.0157,0.0016,0.0016,0.3088,5703.0,6168.034618178907,0.6466,0.7762,0.212,0.452374564,11250.0,20981.0,34481.0,35665.0,41160.0
1.0,3.0,21.0,314.0,0.3694,0.3567,0.2675,0.0032,0.0,0.0032,0.1847,3187.0,6741.720041768724,0.3999,0.3784,0.125,0.3250388802,6333.0,16600.5,40213.0,41300.0,19199.0
3.0,2.0,21.0,4765.0,0.5752,0.1129,0.1931,0.0323,0.0025,0.0002,0.059,10343.0,10949.0,0.2789,0.8429,0.034,0.714351215,27000.0,75313.0,49240.0,52594.0,60918.0
2.0,1.0,13.0,3484.0,0.2532,0.1685,0.4572,0.0474,0.0026,0.0006,0.6237,11437.0,9488.0,0.3763,0.0085,0.075,0.4607902736,5500.0,21535.5,31214.0,41348.0,12765.0
2.0,1.0,31.0,965.0,0.6891,0.0477,0.1927,0.0228,0.001,0.0,0.5389,12204.0,8864.0,0.3715,0.031,0.01,0.5502512563,5038.0,23482.5,32788.0,32132.0,15813.0
3.0,3.0,12.0,198.0,0.4495,0.2273,0.2222,0.0455,0.0051,0.0101,0.2677,9780.0,6699.0,0.493,0.6573,0.061,0.6519910026351013,18092.37156518324,45199.5,38536.165700864076,41502.546640526016,34613.0
1.0,3.0,12.0,2146.0,0.2213,0.2787,0.3048,0.014,0.0033,0.0014,0.2796,7517.0,6486.606616063498,0.6289,0.7214,0.173,0.4637925227,12000.0,18938.0,36524.0,36571.0,27456.0
